iShares Core S&P 500 ETF
Fund Holdings as of,"Nov 18, 2022"
Inception Date,"May 15, 2000"
Shares Outstanding,"759,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ATVI","ACTIVISION BLIZZARD INC","Communication","Equity","475,789,208.70","0.16","475,789,208.70","6,420,907.00","74.10","United States","NASDAQ","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","473,884,705.35","0.16","473,884,705.35","4,347,965.00","108.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","469,697,625.24","0.16","469,697,625.24","12,925,086.00","36.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","457,208,219.00","0.15","457,208,219.00","6,055,738.00","75.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","450,477,421.11","0.15","450,477,421.11","1,382,299.00","325.89","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","448,404,657.04","0.15","448,404,657.04","2,840,881.00","157.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","447,666,656.00","0.15","447,666,656.00","1,945,700.00","230.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","444,622,481.88","0.15","444,622,481.88","7,515,593.00","59.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","435,798,463.08","0.14","435,798,463.08","5,378,236.00","81.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","433,452,357.60","0.14","433,452,357.60","176,140.00","2,460.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","429,774,878.01","0.14","429,774,878.01","5,391,731.00","79.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","427,142,821.56","0.14","427,142,821.56","5,166,217.00","82.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","423,846,539.76","0.14","423,846,539.76","4,643,367.00","91.28","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","422,998,105.20","0.14","422,998,105.20","6,487,701.00","65.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","419,992,501.60","0.14","419,992,501.60","5,596,915.00","75.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","419,122,887.68","0.14","419,122,887.68","1,427,968.00","293.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","418,465,425.39","0.14","418,465,425.39","1,431,483.00","292.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","416,523,904.38","0.14","416,523,904.38","6,218,631.00","66.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","414,896,325.68","0.14","414,896,325.68","958,168.00","433.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","413,536,882.30","0.14","413,536,882.30","5,939,915.00","69.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","413,126,078.59","0.14","413,126,078.59","1,963,807.00","210.37","United States","NASDAQ","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","411,142,680.54","0.14","411,142,680.54","6,872,997.00","59.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","409,682,469.64","0.14","409,682,469.64","2,382,706.00","171.94","United States","NASDAQ","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","408,037,363.08","0.14","408,037,363.08","2,472,654.00","165.02","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","403,517,452.24","0.13","403,517,452.24","3,548,342.00","113.72","United States","NASDAQ","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","403,212,241.88","0.13","403,212,241.88","2,493,428.00","161.71","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","400,978,269.00","0.13","400,978,269.00","3,051,585.00","131.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","398,748,021.42","0.13","398,748,021.42","1,316,478.00","302.89","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","396,096,497.16","0.13","396,096,497.16","1,506,414.00","262.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","395,871,418.32","0.13","395,871,418.32","2,144,947.00","184.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","394,225,894.92","0.13","394,225,894.92","2,696,668.00","146.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","390,788,265.96","0.13","390,788,265.96","4,594,266.00","85.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","388,876,444.29","0.13","388,876,444.29","388,876,444.00","100.00","United States","-","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","387,416,288.00","0.13","387,416,288.00","1,729,537.00","224.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","380,929,898.16","0.13","380,929,898.16","1,221,164.00","311.94","United States","NASDAQ","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","377,521,347.84","0.12","377,521,347.84","2,160,722.00","174.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","376,384,762.32","0.12","376,384,762.32","250,509.00","1,502.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","375,103,302.16","0.12","375,103,302.16","1,001,932.00","374.38","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","371,263,646.09","0.12","371,263,646.09","5,005,577.00","74.17","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","370,045,740.80","0.12","370,045,740.80","5,216,320.00","70.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","368,957,464.29","0.12","368,957,464.29","1,898,613.00","194.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","368,710,294.08","0.12","368,710,294.08","2,092,092.00","176.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","368,100,164.20","0.12","368,100,164.20","11,020,963.00","33.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY LTD","Information Technology","Equity","366,034,160.91","0.12","366,034,160.91","2,896,069.00","126.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","363,956,467.49","0.12","363,956,467.49","2,527,651.00","143.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","361,152,294.40","0.12","361,152,294.40","5,581,952.00","64.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","360,378,779.88","0.12","360,378,779.88","1,685,746.00","213.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","360,206,349.12","0.12","360,206,349.12","3,356,064.00","107.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","356,640,269.70","0.12","356,640,269.70","1,440,098.00","247.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","355,407,087.22","0.12","355,407,087.22","724,862.00","490.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","354,618,821.44","0.12","354,618,821.44","1,160,288.00","305.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","350,086,836.60","0.12","350,086,836.60","2,969,354.00","117.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","348,923,222.64","0.12","348,923,222.64","776,472.00","449.37","United States","NASDAQ","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Information Technology","Equity","348,301,778.91","0.12","348,301,778.91","2,882,577.00","120.83","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","347,130,316.61","0.11","347,130,316.61","2,488,211.00","139.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","347,085,317.22","0.11","347,085,317.22","8,996,509.00","38.58","United States","NASDAQ","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","346,600,071.00","0.11","346,600,071.00","3,476,430.00","99.70","United States","NASDAQ","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","343,304,906.88","0.11","343,304,906.88","3,469,128.00","98.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","339,902,308.83","0.11","339,902,308.83","3,159,237.00","107.59","United States","NASDAQ","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","339,304,842.24","0.11","339,304,842.24","4,962,048.00","68.38","United States","NASDAQ","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Information Technology","Equity","337,749,657.33","0.11","337,749,657.33","5,499,913.00","61.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","335,696,568.83","0.11","335,696,568.83","2,363,561.00","142.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","334,820,035.44","0.11","334,820,035.44","7,623,407.00","43.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","330,717,484.98","0.11","330,717,484.98","2,232,918.00","148.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","330,087,118.38","0.11","330,087,118.38","17,920,039.00","18.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","326,195,685.51","0.11","326,195,685.51","6,514,793.00","50.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","325,035,405.24","0.11","325,035,405.24","3,129,252.00","103.87","United States","NASDAQ","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","324,291,917.14","0.11","324,291,917.14","2,443,061.00","132.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","322,561,856.20","0.11","322,561,856.20","981,326.00","328.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","322,447,802.58","0.11","322,447,802.58","7,144,866.00","45.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","319,124,340.85","0.11","319,124,340.85","2,560,985.00","124.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","318,493,442.76","0.11","318,493,442.76","1,272,396.00","250.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","315,250,509.12","0.10","315,250,509.12","4,543,824.00","69.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","313,726,970.16","0.10","313,726,970.16","1,422,411.00","220.56","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Discretionary","Equity","312,800,257.76","0.10","312,800,257.76","1,914,791.00","163.36","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","312,307,735.63","0.10","312,307,735.63","754,567.00","413.89","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","311,698,476.48","0.10","311,698,476.48","2,396,206.00","130.08","United States","NASDAQ","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","308,489,674.50","0.10","308,489,674.50","5,915,430.00","52.15","United States","NASDAQ","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","302,897,513.28","0.10","302,897,513.28","2,235,736.00","135.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","299,288,049.95","0.10","299,288,049.95","3,199,915.00","93.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","299,152,396.41","0.10","299,152,396.41","8,149,071.00","36.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","298,961,996.01","0.10","298,961,996.01","1,327,481.00","225.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","295,837,583.04","0.10","295,837,583.04","6,639,084.00","44.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","295,760,097.60","0.10","295,760,097.60","1,318,004.00","224.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","294,559,856.64","0.10","294,559,856.64","3,788,064.00","77.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","292,075,963.96","0.10","292,075,963.96","1,054,502.00","276.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Industrials","Equity","290,206,774.40","0.10","290,206,774.40","3,591,668.00","80.80","United States","NASDAQ","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","289,865,209.65","0.10","289,865,209.65","467,065.00","620.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","288,407,016.32","0.10","288,407,016.32","7,707,296.00","37.42","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","288,000,480.18","0.10","288,000,480.18","2,607,283.00","110.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","287,824,531.68","0.10","287,824,531.68","2,065,924.00","139.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","285,577,168.83","0.09","285,577,168.83","203,793.00","1,401.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","285,118,921.76","0.09","285,118,921.76","5,907,976.00","48.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER","Real Estate","Equity","284,911,467.72","0.09","284,911,467.72","4,203,474.00","67.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","283,223,185.96","0.09","283,223,185.96","974,347.00","290.68","United States","NASDAQ","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","283,072,091.08","0.09","283,072,091.08","3,906,598.00","72.46","United States","NASDAQ","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","280,253,543.13","0.09","280,253,543.13","4,673,229.00","59.97","United States","NASDAQ","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","280,048,429.00","0.09","280,048,429.00","8,670,230.00","32.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","278,979,260.40","0.09","278,979,260.40","1,622,916.00","171.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","275,931,354.02","0.09","275,931,354.02","1,042,273.00","264.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","275,290,521.30","0.09","275,290,521.30","7,225,473.00","38.10","United States","NASDAQ","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","274,850,697.30","0.09","274,850,697.30","2,945,881.00","93.30","United States","NASDAQ","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","271,797,596.73","0.09","271,797,596.73","1,593,093.00","170.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","271,739,958.60","0.09","271,739,958.60","2,839,498.00","95.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","271,523,914.40","0.09","271,523,914.40","2,113,520.00","128.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","268,333,301.88","0.09","268,333,301.88","5,194,218.00","51.66","United States","NASDAQ","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","267,352,955.25","0.09","267,352,955.25","9,177,925.00","29.13","United States","NASDAQ","USD","1.00","USD","-"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Equity","265,789,636.44","0.09","265,789,636.44","2,477,994.00","107.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","265,760,929.98","0.09","265,760,929.98","2,460,066.00","108.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","259,631,134.14","0.09","259,631,134.14","4,027,162.00","64.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","259,369,855.56","0.09","259,369,855.56","4,495,924.00","57.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","258,066,301.50","0.09","258,066,301.50","6,492,234.00","39.75","United States","NASDAQ","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","251,890,690.20","0.08","251,890,690.20","1,612,410.00","156.22","United States","NASDAQ","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","250,542,223.51","0.08","250,542,223.51","3,314,489.00","75.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","249,543,367.48","0.08","249,543,367.48","3,873,694.00","64.42","United States","NASDAQ","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","249,432,249.96","0.08","249,432,249.96","1,862,964.00","133.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","249,371,430.00","0.08","249,371,430.00","4,534,026.00","55.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","249,343,767.45","0.08","249,343,767.45","3,130,493.00","79.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","248,634,007.05","0.08","248,634,007.05","2,036,815.00","122.07","United States","NASDAQ","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","246,789,672.14","0.08","246,789,672.14","1,422,091.00","173.54","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","246,627,236.10","0.08","246,627,236.10","826,665.00","298.34","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Information Technology","Equity","245,256,695.64","0.08","245,256,695.64","2,502,364.00","98.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","245,198,429.91","0.08","245,198,429.91","410,697.00","597.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","243,362,765.36","0.08","243,362,765.36","8,255,182.00","29.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","241,064,396.47","0.08","241,064,396.47","713,863.00","337.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","239,959,462.84","0.08","239,959,462.84","1,635,604.00","146.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABC","AMERISOURCEBERGEN CORP","Health Care","Equity","237,122,316.00","0.08","237,122,316.00","1,463,718.00","162.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","232,166,765.58","0.08","232,166,765.58","2,852,522.00","81.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","231,969,255.30","0.08","231,969,255.30","6,844,770.00","33.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","231,783,892.56","0.08","231,783,892.56","1,282,842.00","180.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","230,399,907.24","0.08","230,399,907.24","989,988.00","232.73","United States","NASDAQ","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","226,555,350.24","0.07","226,555,350.24","4,959,618.00","45.68","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","226,419,583.12","0.07","226,419,583.12","2,304,056.00","98.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","225,808,012.80","0.07","225,808,012.80","1,216,638.00","185.60","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","220,897,028.56","0.07","220,897,028.56","1,103,492.00","200.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","220,547,669.09","0.07","220,547,669.09","6,189,943.00","35.63","United States","NASDAQ","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","219,831,198.34","0.07","219,831,198.34","999,869.00","219.86","United States","NASDAQ","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","219,490,806.90","0.07","219,490,806.90","634,917.00","345.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","218,340,934.20","0.07","218,340,934.20","2,899,614.00","75.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","218,167,707.94","0.07","218,167,707.94","14,525,147.00","15.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","216,005,306.31","0.07","216,005,306.31","20,056,203.00","10.77","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","215,897,526.96","0.07","215,897,526.96","1,892,344.00","114.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","215,553,079.98","0.07","215,553,079.98","6,679,674.00","32.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","214,886,603.58","0.07","214,886,603.58","1,201,222.00","178.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","214,671,939.44","0.07","214,671,939.44","2,913,176.00","73.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","213,895,367.60","0.07","213,895,367.60","3,211,160.00","66.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","213,343,514.30","0.07","213,343,514.30","1,260,970.00","169.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","213,022,640.25","0.07","213,022,640.25","1,751,975.00","121.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","211,531,845.04","0.07","211,531,845.04","3,427,282.00","61.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","207,186,532.00","0.07","207,186,532.00","470,344.00","440.50","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","205,615,149.77","0.07","205,615,149.77","5,395,307.00","38.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","205,252,997.92","0.07","205,252,997.92","1,833,926.00","111.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRC","FIRST REPUBLIC BANK","Financials","Equity","202,124,929.95","0.07","202,124,929.95","1,657,441.00","121.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","201,553,552.20","0.07","201,553,552.20","1,758,757.00","114.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","201,254,171.86","0.07","201,254,171.86","2,335,277.00","86.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","200,842,914.29","0.07","200,842,914.29","1,337,437.00","150.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
